Time,No,MAC,ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ,No,MAC,ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ,No,MAC,ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ
2023-02-28T01:05:22.813,0.0,C6:0D:F0:B1:3A:9F,0.989,0.046,-0.063,2.747,2.747,-1.038,137.258,-84.512,-11.354,1.0,D8:7B:AD:C1:D5:81,0.979,0.139,0.125,1.892,1.892,-0.427,47.307,-79.129,-57.079,2.0,E7:C9:DF:95:3F:6D,0.863,0.498,-0.140,1.465,1.465,0.793,105.024,-60.145,-65.187
2023-02-28T01:05:22.925,0.0,C6:0D:F0:B1:3A:9F,0.996,0.071,-0.062,2.258,2.258,-1.465,137.631,-84.364,-12.025,1.0,D8:7B:AD:C1:D5:81,0.987,0.135,0.140,0.916,0.916,0.305,47.763,-79.151,-57.321,2.0,E7:C9:DF:95:3F:6D,0.861,0.488,-0.139,1.038,1.038,2.075,105.018,-60.293,-64.737
2023-02-28T01:05:23.015,0.0,C6:0D:F0:B1:3A:9F,0.989,0.081,-0.075,-0.183,-0.183,-1.038,138.131,-84.122,-12.827,1.0,D8:7B:AD:C1:D5:81,0.991,0.156,0.139,0.000,0.000,0.916,47.346,-79.178,-56.810,2.0,E7:C9:DF:95:3F:6D,0.867,0.476,-0.131,0.366,0.366,3.357,104.837,-60.612,-64.270
2023-02-28T01:05:23.128,0.0,C6:0D:F0:B1:3A:9F,0.995,0.077,-0.075,0.549,0.549,-0.977,138.340,-83.958,-13.266,1.0,D8:7B:AD:C1:D5:81,0.985,0.137,0.116,-0.671,-0.671,0.366,46.862,-79.162,-56.382,2.0,E7:C9:DF:95:3F:6D,0.860,0.474,-0.127,-0.366,-0.366,3.479,104.480,-60.980,-63.792
2023-02-28T01:05:23.218,0.0,C6:0D:F0:B1:3A:9F,0.978,0.071,-0.090,-1.282,-1.282,-1.770,138.027,-83.793,-13.217,1.0,D8:7B:AD:C1:D5:81,0.986,0.153,0.128,0.488,0.488,0.366,46.835,-79.178,-56.288,2.0,E7:C9:DF:95:3F:6D,0.873,0.463,-0.133,-4.089,-4.089,3.601,104.008,-61.287,-63.182
2023-02-28T01:05:23.375,0.0,C6:0D:F0:B1:3A:9F,0.977,0.057,-0.083,0.122,0.122,-4.333,136.994,-83.507,-12.590,1.0,D8:7B:AD:C1:D5:81,0.966,0.121,0.129,-3.357,-3.357,-1.282,46.972,-79.118,-56.514,2.0,E7:C9:DF:95:3F:6D,0.880,0.451,-0.103,-4.333,-4.333,10.925,102.579,-62.726,-62.089
2023-02-28T01:05:23.420,0.0,C6:0D:F0:B1:3A:9F,1.000,0.087,-0.078,4.761,4.761,-6.958,136.088,-82.908,-11.821,1.0,D8:7B:AD:C1:D5:81,0.981,0.103,0.147,-2.319,-2.319,0.183,46.659,-79.058,-56.547,2.0,E7:C9:DF:95:3F:6D,0.880,0.451,-0.103,-4.333,-4.333,10.925,102.579,-62.726,-62.089
2023-02-28T01:05:23.533,0.0,C6:0D:F0:B1:3A:9F,0.984,0.115,-0.095,4.578,4.578,-7.568,135.654,-82.018,-11.118,1.0,D8:7B:AD:C1:D5:81,0.997,0.124,0.156,2.502,2.502,2.747,44.456,-78.948,-54.212,2.0,E7:C9:DF:95:3F:6D,0.873,0.419,-0.109,-4.272,-4.272,15.076,101.234,-64.133,-61.029
2023-02-28T01:05:23.623,0.0,C6:0D:F0:B1:3A:9F,0.992,0.126,-0.104,4.272,4.272,-5.676,135.544,-81.145,-10.602,1.0,D8:7B:AD:C1:D5:81,0.986,0.154,0.136,6.958,6.958,1.709,42.325,-78.723,-51.443,2.0,E7:C9:DF:95:3F:6D,0.892,0.409,-0.103,-0.366,-0.366,13.428,100.701,-65.550,-60.403
2023-02-28T01:05:23.758,0.0,C6:0D:F0:B1:3A:9F,0.977,0.137,-0.124,-0.793,-0.793,-1.160,135.346,-80.662,-10.256,1.0,D8:7B:AD:C1:D5:81,0.982,0.181,0.123,-2.319,-2.319,0.610,40.743,-78.278,-48.609,2.0,E7:C9:DF:95:3F:6D,0.911,0.388,-0.057,-6.042,-6.042,5.310,99.943,-67.203,-60.029
2023-02-28T01:05:23.825,0.0,C6:0D:F0:B1:3A:9F,0.983,0.115,-0.114,-2.197,-2.197,1.160,135.060,-80.651,-10.063,1.0,D8:7B:AD:C1:D5:81,0.982,0.181,0.123,-2.319,-2.319,0.610,40.743,-78.278,-48.609,2.0,E7:C9:DF:95:3F:6D,0.911,0.388,-0.057,-6.042,-6.042,5.310,99.943,-67.203,-60.029
2023-02-28T01:05:23.938,0.0,C6:0D:F0:B1:3A:9F,0.981,0.112,-0.110,0.000,0.000,0.793,135.159,-80.733,-10.179,1.0,D8:7B:AD:C1:D5:81,0.988,0.130,0.158,-3.784,-3.784,0.427,40.589,-78.190,-48.697,2.0,E7:C9:DF:95:3F:6D,0.911,0.375,-0.051,-5.737,-5.737,2.869,99.086,-67.566,-59.733
2023-02-28T01:05:24.030,0.0,C6:0D:F0:B1:3A:9F,0.984,0.120,-0.116,0.488,0.488,1.160,135.566,-80.777,-10.492,1.0,D8:7B:AD:C1:D5:81,0.984,0.130,0.165,-1.404,-1.404,1.160,39.727,-78.124,-47.944,2.0,E7:C9:DF:95:3F:6D,0.917,0.364,-0.052,-4.700,-4.700,1.221,98.465,-67.725,-59.579
2023-02-28T01:05:24.142,0.0,C6:0D:F0:B1:3A:9F,0.982,0.112,-0.110,0.061,0.061,1.221,135.989,-80.865,-10.827,1.0,D8:7B:AD:C1:D5:81,0.982,0.132,0.158,-0.549,-0.549,1.343,38.782,-78.096,-46.906,2.0,E7:C9:DF:95:3F:6D,0.929,0.372,-0.048,-4.700,-4.700,0.488,97.943,-67.791,-59.370
2023-02-28T01:05:24.233,0.0,C6:0D:F0:B1:3A:9F,0.980,0.111,-0.111,0.305,0.305,1.038,136.467,-80.925,-11.250,1.0,D8:7B:AD:C1:D5:81,0.984,0.126,0.174,-0.916,-0.916,1.221,38.024,-78.085,-46.027,2.0,E7:C9:DF:95:3F:6D,0.923,0.372,-0.040,-3.723,-3.723,-0.122,97.350,-67.824,-59.063
2023-02-28T01:05:24.345,0.0,C6:0D:F0:B1:3A:9F,0.984,0.105,-0.115,0.671,0.671,0.916,136.989,-80.969,-11.717,1.0,D8:7B:AD:C1:D5:81,0.983,0.121,0.167,-1.343,-1.343,1.099,37.079,-78.047,-45.033,2.0,E7:C9:DF:95:3F:6D,0.922,0.362,-0.038,-2.380,-2.380,0.366,96.801,-67.863,-58.755
2023-02-28T01:05:24.457,0.0,C6:0D:F0:B1:3A:9F,0.982,0.112,-0.118,0.183,0.183,0.977,137.433,-81.013,-12.085,1.0,D8:7B:AD:C1:D5:81,0.981,0.125,0.176,-0.793,-0.793,0.916,35.662,-78.036,-43.396,2.0,E7:C9:DF:95:3F:6D,0.918,0.368,-0.043,-2.625,-2.625,0.549,96.416,-67.928,-58.469
2023-02-28T01:05:24.549,0.0,C6:0D:F0:B1:3A:9F,0.982,0.105,-0.112,0.122,0.122,0.916,137.928,-81.057,-12.568,1.0,D8:7B:AD:C1:D5:81,0.981,0.125,0.176,-0.793,-0.793,0.916,35.662,-78.036,-43.396,2.0,E7:C9:DF:95:3F:6D,0.923,0.365,-0.039,-1.343,-1.343,0.061,96.306,-67.956,-58.310
2023-02-28T01:05:24.638,0.0,C6:0D:F0:B1:3A:9F,0.982,0.104,-0.116,0.610,0.610,0.977,138.439,-81.101,-13.063,1.0,D8:7B:AD:C1:D5:81,0.985,0.118,0.173,-1.465,-1.465,1.221,34.948,-78.036,-42.632,2.0,E7:C9:DF:95:3F:6D,0.925,0.368,-0.042,-0.488,-0.488,-0.305,96.251,-67.961,-58.348
2023-02-28T01:05:24.750,0.0,C6:0D:F0:B1:3A:9F,0.981,0.102,-0.114,0.610,0.610,0.977,138.922,-81.151,-13.513,1.0,D8:7B:AD:C1:D5:81,0.984,0.114,0.174,0.732,0.732,0.977,34.387,-78.052,-41.940,2.0,E7:C9:DF:95:3F:6D,0.924,0.365,-0.031,1.404,1.404,-0.732,96.427,-67.928,-58.475
2023-02-28T01:05:24.840,0.0,C6:0D:F0:B1:3A:9F,0.980,0.104,-0.114,-1.038,-1.038,1.282,139.532,-81.178,-14.128,1.0,D8:7B:AD:C1:D5:81,0.983,0.115,0.177,0.610,0.610,0.916,33.942,-78.080,-41.276,2.0,E7:C9:DF:95:3F:6D,0.925,0.369,-0.041,0.671,0.671,0.000,96.498,-67.906,-58.436
2023-02-28T01:05:24.952,0.0,C6:0D:F0:B1:3A:9F,0.985,0.087,-0.118,0.122,0.122,0.061,140.114,-81.183,-14.810,1.0,D8:7B:AD:C1:D5:81,0.982,0.114,0.175,-1.404,-1.404,-0.183,33.849,-78.096,-41.072,2.0,E7:C9:DF:95:3F:6D,0.922,0.365,-0.043,0.244,0.244,1.099,96.389,-67.978,-58.239
2023-02-28T01:05:25.041,0.0,C6:0D:F0:B1:3A:9F,0.984,0.103,-0.122,1.221,1.221,-0.305,140.471,-81.107,-15.128,1.0,D8:7B:AD:C1:D5:81,0.986,0.098,0.176,0.427,0.427,0.671,33.717,-78.129,-40.847,2.0,E7:C9:DF:95:3F:6D,0.923,0.368,-0.033,0.122,0.122,0.916,96.224,-68.088,-57.991
2023-02-28T01:05:25.155,0.0,C6:0D:F0:B1:3A:9F,0.983,0.101,-0.122,0.244,0.244,0.122,140.713,-81.052,-15.331,1.0,D8:7B:AD:C1:D5:81,0.985,0.115,0.173,1.282,1.282,0.427,33.503,-78.168,-40.380,2.0,E7:C9:DF:95:3F:6D,0.931,0.359,-0.033,1.343,1.343,0.000,96.136,-68.231,-57.673
2023-02-28T01:05:25.244,0.0,C6:0D:F0:B1:3A:9F,0.983,0.094,-0.119,0.000,0.000,0.549,140.867,-81.074,-15.496,1.0,D8:7B:AD:C1:D5:81,0.986,0.118,0.165,0.244,0.244,0.183,33.420,-78.190,-40.150,2.0,E7:C9:DF:95:3F:6D,0.931,0.359,-0.033,1.343,1.343,0.000,96.136,-68.231,-57.673
2023-02-28T01:05:25.357,0.0,C6:0D:F0:B1:3A:9F,0.982,0.094,-0.117,0.305,0.305,0.000,141.004,-81.090,-15.677,1.0,D8:7B:AD:C1:D5:81,0.985,0.106,0.176,0.061,0.061,0.000,33.486,-78.212,-40.139,2.0,E7:C9:DF:95:3F:6D,0.917,0.367,-0.052,-2.136,-2.136,-0.427,96.262,-68.220,-57.876
2023-02-28T01:05:25.424,0.0,C6:0D:F0:B1:3A:9F,0.984,0.098,-0.122,0.366,0.366,-0.061,141.130,-81.063,-15.820,1.0,D8:7B:AD:C1:D5:81,0.983,0.109,0.174,-0.183,-0.183,0.183,33.387,-78.228,-39.974,2.0,E7:C9:DF:95:3F:6D,0.917,0.367,-0.052,-2.136,-2.136,-0.427,96.262,-68.220,-57.876
2023-02-28T01:05:25.561,0.0,C6:0D:F0:B1:3A:9F,0.982,0.097,-0.122,0.305,0.305,0.122,141.152,-81.074,-15.853,1.0,D8:7B:AD:C1:D5:81,0.984,0.114,0.167,-0.183,-0.183,0.061,33.300,-78.228,-39.792,2.0,E7:C9:DF:95:3F:6D,0.919,0.363,-0.040,0.183,0.183,-0.488,96.268,-68.176,-57.914
2023-02-28T01:05:25.626,0.0,C6:0D:F0:B1:3A:9F,0.984,0.099,-0.120,-0.244,-0.244,0.305,141.092,-81.112,-15.809,1.0,D8:7B:AD:C1:D5:81,0.985,0.111,0.171,0.305,0.305,0.061,33.283,-78.228,-39.666,2.0,E7:C9:DF:95:3F:6D,0.919,0.363,-0.040,0.183,0.183,-0.488,96.268,-68.176,-57.914
2023-02-28T01:05:25.760,0.0,C6:0D:F0:B1:3A:9F,0.980,0.096,-0.122,-0.854,-0.854,0.549,140.977,-81.189,-15.771,1.0,D8:7B:AD:C1:D5:81,0.986,0.115,0.171,-0.671,-0.671,0.000,33.261,-78.223,-39.567,2.0,E7:C9:DF:95:3F:6D,0.923,0.369,-0.049,-0.488,-0.488,0.427,96.279,-68.110,-57.849
2023-02-28T01:05:25.828,0.0,C6:0D:F0:B1:3A:9F,0.985,0.091,-0.114,0.488,0.488,-0.244,140.652,-81.277,-15.491,1.0,D8:7B:AD:C1:D5:81,0.984,0.100,0.171,-1.099,-1.099,-0.427,33.234,-78.217,-39.606,2.0,E7:C9:DF:95:3F:6D,0.923,0.369,-0.049,-0.488,-0.488,0.427,96.279,-68.110,-57.849
2023-02-28T01:05:25.962,0.0,C6:0D:F0:B1:3A:9F,0.983,0.100,-0.116,0.916,0.916,-0.183,140.372,-81.288,-15.145,1.0,D8:7B:AD:C1:D5:81,0.987,0.109,0.174,0.916,0.916,0.183,33.228,-78.212,-39.545,2.0,E7:C9:DF:95:3F:6D,0.917,0.373,-0.048,-0.305,-0.305,-1.465,96.724,-68.016,-58.030
2023-02-28T01:05:26.032,0.0,C6:0D:F0:B1:3A:9F,0.985,0.098,-0.116,0.244,0.244,0.610,140.092,-81.387,-14.848,1.0,D8:7B:AD:C1:D5:81,0.987,0.121,0.169,1.038,1.038,0.183,33.036,-78.162,-39.194,2.0,E7:C9:DF:95:3F:6D,0.917,0.373,-0.048,-0.305,-0.305,-1.465,96.724,-68.016,-58.030
2023-02-28T01:05:26.168,0.0,C6:0D:F0:B1:3A:9F,0.984,0.094,-0.113,-1.282,-1.282,1.343,139.719,-81.595,-14.573,1.0,D8:7B:AD:C1:D5:81,0.984,0.121,0.169,-0.488,-0.488,0.305,32.717,-78.091,-38.760,2.0,E7:C9:DF:95:3F:6D,0.923,0.382,-0.042,-4.883,-4.883,-4.150,97.553,-67.313,-59.370
2023-02-28T01:05:26.234,0.0,C6:0D:F0:B1:3A:9F,0.986,0.090,-0.104,-1.831,-1.831,1.343,139.246,-81.843,-14.326,1.0,D8:7B:AD:C1:D5:81,0.984,0.114,0.179,-3.296,-3.296,0.000,32.377,-77.997,-38.463,2.0,E7:C9:DF:95:3F:6D,0.923,0.382,-0.042,-4.883,-4.883,-4.150,97.553,-67.313,-59.370
2023-02-28T01:05:26.368,0.0,C6:0D:F0:B1:3A:9F,0.984,0.089,-0.103,-1.404,-1.404,0.854,138.807,-82.040,-14.112,1.0,D8:7B:AD:C1:D5:81,0.980,0.104,0.184,-3.784,-3.784,-0.488,31.904,-77.899,-38.265,2.0,E7:C9:DF:95:3F:6D,0.920,0.385,-0.048,-5.249,-5.249,-2.441,97.745,-66.610,-60.601
2023-02-28T01:05:26.435,0.0,C6:0D:F0:B1:3A:9F,0.984,0.088,-0.099,-0.183,-0.183,0.488,138.290,-82.222,-13.749,1.0,D8:7B:AD:C1:D5:81,0.983,0.104,0.178,-1.831,-1.831,-0.549,31.641,-77.833,-38.177,2.0,E7:C9:DF:95:3F:6D,0.920,0.385,-0.048,-5.249,-5.249,-2.441,97.745,-66.610,-60.601
2023-02-28T01:05:26.571,0.0,C6:0D:F0:B1:3A:9F,0.986,0.087,-0.095,-0.183,-0.183,0.061,137.769,-82.343,-13.326,1.0,D8:7B:AD:C1:D5:81,0.978,0.105,0.185,-1.038,-1.038,-0.671,31.794,-77.827,-38.342,2.0,E7:C9:DF:95:3F:6D,0.911,0.390,-0.057,-0.610,-0.610,-0.793,97.921,-66.319,-61.161
2023-02-28T01:05:26.638,0.0,C6:0D:F0:B1:3A:9F,0.986,0.089,-0.098,0.000,0.000,0.000,137.499,-82.375,-13.140,1.0,D8:7B:AD:C1:D5:81,0.980,0.109,0.186,-1.404,-1.404,-0.305,31.805,-77.811,-38.348,2.0,E7:C9:DF:95:3F:6D,0.911,0.390,-0.057,-0.610,-0.610,-0.793,97.921,-66.319,-61.161
2023-02-28T01:05:26.772,0.0,C6:0D:F0:B1:3A:9F,0.985,0.089,-0.092,0.183,0.183,0.244,137.236,-82.430,-12.925,1.0,D8:7B:AD:C1:D5:81,0.983,0.114,0.176,-0.549,-0.549,-0.183,31.740,-77.800,-38.249,2.0,E7:C9:DF:95:3F:6D,0.910,0.399,-0.060,-0.366,-0.366,-0.122,98.405,-66.237,-61.661
2023-02-28T01:05:26.841,0.0,C6:0D:F0:B1:3A:9F,0.985,0.087,-0.094,0.244,0.244,0.000,137.148,-82.463,-12.903,1.0,D8:7B:AD:C1:D5:81,0.980,0.113,0.181,-0.732,-0.732,-0.244,31.827,-77.805,-38.243,2.0,E7:C9:DF:95:3F:6D,0.910,0.399,-0.060,-0.366,-0.366,-0.122,98.405,-66.237,-61.661
2023-02-28T01:05:26.956,0.0,C6:0D:F0:B1:3A:9F,0.986,0.090,-0.096,0.610,0.610,-0.183,137.208,-82.441,-12.997,1.0,D8:7B:AD:C1:D5:81,0.983,0.106,0.184,0.488,0.488,0.000,31.816,-77.805,-38.177,2.0,E7:C9:DF:95:3F:6D,0.909,0.396,-0.061,0.549,0.549,0.000,98.509,-66.220,-61.721
2023-02-28T01:05:27.044,0.0,C6:0D:F0:B1:3A:9F,0.985,0.089,-0.095,0.427,0.427,0.000,137.335,-82.425,-13.162,1.0,D8:7B:AD:C1:D5:81,0.986,0.113,0.180,1.404,1.404,0.183,31.729,-77.794,-37.903,2.0,E7:C9:DF:95:3F:6D,0.909,0.401,-0.063,1.160,1.160,-0.122,98.619,-66.209,-61.699
2023-02-28T01:05:27.160,0.0,C6:0D:F0:B1:3A:9F,0.987,0.089,-0.099,0.244,0.244,0.000,137.642,-82.381,-13.502,1.0,D8:7B:AD:C1:D5:81,0.982,0.110,0.188,0.305,0.305,0.488,31.597,-77.778,-37.612,2.0,E7:C9:DF:95:3F:6D,0.905,0.396,-0.060,0.427,0.427,-0.488,98.800,-66.160,-61.705
2023-02-28T01:05:27.247,0.0,C6:0D:F0:B1:3A:9F,0.988,0.088,-0.095,0.183,0.183,0.000,137.675,-82.381,-13.579,1.0,D8:7B:AD:C1:D5:81,0.984,0.110,0.180,0.671,0.671,0.183,31.399,-77.761,-37.293,2.0,E7:C9:DF:95:3F:6D,0.913,0.397,-0.063,0.244,0.244,-0.366,98.976,-66.083,-61.771
2023-02-28T01:05:27.384,0.0,C6:0D:F0:B1:3A:9F,0.987,0.088,-0.096,0.122,0.122,0.000,137.697,-82.375,-13.667,1.0,D8:7B:AD:C1:D5:81,0.983,0.113,0.186,-0.183,-0.183,-0.061,31.498,-77.783,-37.260,2.0,E7:C9:DF:95:3F:6D,0.906,0.407,-0.054,-0.366,-0.366,0.488,98.998,-66.050,-61.732
2023-02-28T01:05:27.472,0.0,C6:0D:F0:B1:3A:9F,0.985,0.087,-0.098,-0.244,-0.244,0.000,137.719,-82.370,-13.793,1.0,D8:7B:AD:C1:D5:81,0.979,0.104,0.188,-0.671,-0.671,-0.122,31.624,-77.849,-37.343,2.0,E7:C9:DF:95:3F:6D,0.906,0.407,-0.054,-0.366,-0.366,0.488,98.998,-66.050,-61.732
2023-02-28T01:05:27.563,0.0,C6:0D:F0:B1:3A:9F,0.989,0.086,-0.094,-0.122,-0.122,-0.610,137.818,-82.332,-13.991,1.0,D8:7B:AD:C1:D5:81,0.979,0.104,0.188,-0.671,-0.671,-0.122,31.624,-77.849,-37.343,2.0,E7:C9:DF:95:3F:6D,0.907,0.400,-0.057,-2.014,-2.014,2.136,99.042,-66.138,-61.782
2023-02-28T01:05:27.652,0.0,C6:0D:F0:B1:3A:9F,0.989,0.085,-0.096,1.709,1.709,-0.854,137.999,-82.222,-14.167,1.0,D8:7B:AD:C1:D5:81,0.988,0.104,0.182,0.183,0.183,-0.244,31.772,-77.904,-37.474,2.0,E7:C9:DF:95:3F:6D,0.925,0.392,-0.051,-1.160,-1.160,3.784,98.915,-66.401,-61.771
2023-02-28T01:05:27.764,0.0,C6:0D:F0:B1:3A:9F,0.985,0.086,-0.099,9.583,9.583,-0.488,138.966,-82.068,-14.606,1.0,D8:7B:AD:C1:D5:81,0.989,0.104,0.181,4.272,4.272,-0.061,32.399,-78.019,-37.842,2.0,E7:C9:DF:95:3F:6D,0.921,0.386,-0.045,0.000,0.000,5.798,98.432,-66.912,-61.309
2023-02-28T01:05:27.853,0.0,C6:0D:F0:B1:3A:9F,0.981,0.119,-0.105,24.048,24.048,-3.540,138.554,-82.134,-12.777,1.0,D8:7B:AD:C1:D5:81,0.984,0.115,0.155,6.226,6.226,0.488,33.146,-78.212,-38.101,2.0,E7:C9:DF:95:3F:6D,0.931,0.389,-0.036,0.122,0.122,8.118,97.542,-67.621,-60.392
2023-02-28T01:05:27.967,0.0,C6:0D:F0:B1:3A:9F,0.976,0.154,-0.087,46.021,46.021,-7.019,135.945,-82.079,-7.108,1.0,D8:7B:AD:C1:D5:81,0.977,0.127,0.138,14.343,14.343,0.793,34.525,-78.618,-38.573,2.0,E7:C9:DF:95:3F:6D,0.935,0.380,-0.019,-2.563,-2.563,10.254,95.878,-68.505,-58.755
2023-02-28T01:05:28.057,0.0,C6:0D:F0:B1:3A:9F,0.972,0.054,-0.093,31.799,31.799,-1.648,136.533,-81.722,-3.763,1.0,D8:7B:AD:C1:D5:81,0.969,0.241,0.153,35.095,35.095,-0.732,38.677,-79.041,-40.204,2.0,E7:C9:DF:95:3F:6D,0.935,0.367,-0.011,-0.122,-0.122,15.198,93.120,-69.708,-55.931
2023-02-28T01:05:28.172,0.0,C6:0D:F0:B1:3A:9F,1.019,0.058,-0.079,2.625,2.625,10.986,141.619,-82.386,-9.575,1.0,D8:7B:AD:C1:D5:81,0.941,0.218,0.121,9.766,9.766,-0.610,43.989,-79.519,-43.473,2.0,E7:C9:DF:95:3F:6D,0.951,0.344,0.008,2.319,2.319,19.226,89.363,-71.274,-51.844
2023-02-28T01:05:28.259,0.0,C6:0D:F0:B1:3A:9F,0.993,0.049,-0.115,7.751,7.751,7.263,148.024,-82.892,-15.886,1.0,D8:7B:AD:C1:D5:81,1.036,0.051,0.158,-6.226,-6.226,2.380,50.889,-80.519,-51.531,2.0,E7:C9:DF:95:3F:6D,0.956,0.288,0.015,9.827,9.827,23.376,83.782,-73.185,-45.516
2023-02-28T01:05:28.372,0.0,C6:0D:F0:B1:3A:9F,1.000,0.047,-0.104,7.690,7.690,6.409,153.380,-83.276,-21.368,1.0,D8:7B:AD:C1:D5:81,1.002,0.119,0.063,8.972,8.972,1.404,57.629,-81.513,-57.739,2.0,E7:C9:DF:95:3F:6D,0.960,0.217,0.068,5.249,5.249,25.085,77.195,-75.196,-38.040
2023-02-28T01:05:28.461,0.0,C6:0D:F0:B1:3A:9F,0.989,0.042,-0.103,6.409,6.409,6.165,158.379,-83.705,-26.532,1.0,D8:7B:AD:C1:D5:81,1.015,0.098,0.035,13.428,13.428,0.122,66.209,-82.222,-65.912,2.0,E7:C9:DF:95:3F:6D,0.973,0.176,0.077,7.629,7.629,22.522,69.115,-76.943,-29.092
2023-02-28T01:05:28.598,0.0,C6:0D:F0:B1:3A:9F,0.990,0.014,-0.086,3.906,3.906,3.967,163.141,-83.936,-31.772,1.0,D8:7B:AD:C1:D5:81,1.003,0.114,0.051,11.597,11.597,-0.549,75.075,-82.601,-74.015,2.0,E7:C9:DF:95:3F:6D,0.963,0.122,0.143,7.202,7.202,11.353,55.492,-78.876,-13.629
2023-02-28T01:05:28.664,0.0,C6:0D:F0:B1:3A:9F,0.988,0.030,-0.111,2.747,2.747,2.563,166.866,-83.688,-36.200,1.0,D8:7B:AD:C1:D5:81,1.000,0.101,0.060,2.869,2.869,1.831,80.310,-82.815,-79.255,2.0,E7:C9:DF:95:3F:6D,0.963,0.122,0.143,7.202,7.202,11.353,55.492,-78.876,-13.629
2023-02-28T01:05:28.778,0.0,C6:0D:F0:B1:3A:9F,0.993,0.013,-0.118,0.793,0.793,3.601,170.112,-83.513,-40.259,1.0,D8:7B:AD:C1:D5:81,0.994,0.124,-0.009,0.732,0.732,2.319,82.716,-83.145,-82.134,2.0,E7:C9:DF:95:3F:6D,0.976,0.123,0.171,-4.395,-4.395,6.165,49.774,-79.047,-7.910
2023-02-28T01:05:28.869,0.0,C6:0D:F0:B1:3A:9F,0.997,0.004,-0.110,-0.122,-0.122,4.761,173.606,-83.721,-44.692,1.0,D8:7B:AD:C1:D5:81,0.997,0.118,-0.039,0.305,0.305,1.099,86.490,-83.359,-86.501,2.0,E7:C9:DF:95:3F:6D,0.982,0.092,0.132,0.671,0.671,2.808,46.362,-79.102,-4.861
2023-02-28T01:05:28.980,0.0,C6:0D:F0:B1:3A:9F,0.985,0.000,-0.102,0.061,0.061,2.930,176.940,-84.089,-48.994,1.0,D8:7B:AD:C1:D5:81,0.994,0.099,-0.029,-0.122,-0.122,-0.916,92.170,-83.353,-92.862,2.0,E7:C9:DF:95:3F:6D,0.979,0.094,0.132,0.854,0.854,1.892,44.055,-79.135,-2.769
2023-02-28T01:05:29.072,0.0,C6:0D:F0:B1:3A:9F,0.990,-0.005,-0.094,2.563,2.563,0.000,178.566,-84.188,-51.427,1.0,D8:7B:AD:C1:D5:81,0.994,0.079,-0.010,1.099,1.099,-1.099,97.328,-83.243,-98.701,2.0,E7:C9:DF:95:3F:6D,0.978,0.098,0.126,3.479,3.479,2.014,43.253,-79.354,-1.890
2023-02-28T01:05:29.183,0.0,C6:0D:F0:B1:3A:9F,0.989,-0.001,-0.107,1.892,1.892,-0.610,178.517,-83.979,-52.075,1.0,D8:7B:AD:C1:D5:81,1.005,0.102,-0.000,4.150,4.150,0.061,98.948,-83.276,-100.541,2.0,E7:C9:DF:95:3F:6D,0.996,0.111,0.116,5.432,5.432,0.732,43.341,-79.629,-1.670
2023-02-28T01:05:29.272,0.0,C6:0D:F0:B1:3A:9F,0.988,-0.005,-0.103,0.732,0.732,-0.061,178.676,-83.820,-52.976,1.0,D8:7B:AD:C1:D5:81,0.993,0.124,-0.036,3.845,3.845,0.366,98.839,-83.375,-100.629,2.0,E7:C9:DF:95:3F:6D,0.984,0.109,0.137,3.906,3.906,0.427,43.160,-79.700,-1.143
2023-02-28T01:05:29.384,0.0,C6:0D:F0:B1:3A:9F,0.990,-0.000,-0.111,-0.488,-0.488,0.000,178.819,-83.650,-53.954,1.0,D8:7B:AD:C1:D5:81,0.999,0.117,-0.022,0.671,0.671,0.732,99.157,-83.430,-101.299,2.0,E7:C9:DF:95:3F:6D,0.980,0.112,0.157,-1.587,-1.587,-0.366,41.528,-79.371,0.236
2023-02-28T01:05:29.452,0.0,C6:0D:F0:B1:3A:9F,0.990,-0.005,-0.109,-0.183,-0.183,0.122,178.995,-83.513,-54.921,1.0,D8:7B:AD:C1:D5:81,0.996,0.106,-0.033,-1.404,-1.404,0.549,99.382,-83.491,-102.206,2.0,E7:C9:DF:95:3F:6D,0.980,0.112,0.157,-1.587,-1.587,-0.366,41.528,-79.371,0.236
2023-02-28T01:05:29.587,0.0,C6:0D:F0:B1:3A:9F,0.991,0.002,-0.118,-0.366,-0.366,0.305,179.193,-83.392,-55.860,1.0,D8:7B:AD:C1:D5:81,0.993,0.104,-0.027,-0.610,-0.610,0.549,100.096,-83.535,-103.546,2.0,E7:C9:DF:95:3F:6D,0.983,0.116,0.154,-1.709,-1.709,0.000,40.051,-79.217,0.884
2023-02-28T01:05:29.654,0.0,C6:0D:F0:B1:3A:9F,0.990,-0.001,-0.118,-0.671,-0.671,1.404,-179.945,-83.392,-57.420,1.0,D8:7B:AD:C1:D5:81,0.997,0.114,-0.038,-1.343,-1.343,0.305,101.404,-83.540,-105.480,2.0,E7:C9:DF:95:3F:6D,0.983,0.116,0.154,-1.709,-1.709,0.000,40.051,-79.217,0.884
